array,site,lat,long
LU2,LU2_3,54.871919999999996,-111.48897
LU2,LU2_5,54.87287,-111.40779
LU2,LU2_100,54.99404,-111.76688
LU2,LU2_101,54.86738,-111.41208
LU2,LU2_106,54.88816,-111.78943
LU2,LU2_110,54.917919999999995,-111.47919
LU2,LU2_119,54.988879999999995,-111.78169000000001
LU2,LU2_123,55.00679,-111.66826
LU2,LU2_13,54.89791,-111.40125000000002
LU2,LU2_137,54.94295,-111.59875
LU2,LU2_143,54.93758,-111.43214
LU2,LU2_15,54.907869999999996,-111.38586
LU2,LU2_153,54.988679999999995,-111.49073
LU2,LU2_155,54.97483,-111.40751000000002
LU2,LU2_17,54.92504,-111.50986999999999
LU2,LU2_18,54.920970000000004,-111.45886
LU2,LU2_20,54.95559,-111.63136
LU2,LU2_21,54.94711,-111.62396999999999
LU2,LU2_24,54.975930000000005,-111.78605
LU2,LU2_25,54.970279999999995,-111.63915
LU2,LU2_26,54.96789,-111.41759000000002
LU2,LU2_27,55.00145,-111.65133999999999
LU2,LU2_29,54.85585999999999,-111.56660000000001
LU2,LU2_30,54.85813,-111.60097999999999
LU2,LU2_31,54.86417,-111.47372
LU2,LU2_32,54.862350000000006,-111.44610000000002
LU2,LU2_33,54.86687,-111.50648
LU2,LU2_34,54.88479999999999,-111.40033
LU2,LU2_36,54.92015000000001,-111.3576
LU2,LU2_38,54.92608,-111.52653
LU2,LU2_39,54.92213000000001,-111.49615000000001
LU2,LU2_40,54.93723,-111.58392
LU2,LU2_42,54.92949,-111.45815
LU2,LU2_44,54.954519999999995,-111.42569999999999
LU2,LU2_46,54.96857000000001,-111.51454000000001
LU2,LU2_47,54.97673,-111.64797
LU2,LU2_50,54.97719,-111.49719000000002
LU2,LU2_51,54.99653000000001,-111.47964
LU2,LU2_52,54.99463,-111.40199000000001
LU2,LU2_54,55.003310000000006,-111.41174000000001
LU2,LU2_56,55.01672,-111.39808
LU2,LU2_57,55.04159,-111.39145
LU3,LU3_5,55.34055,-110.86127
LU3,LU3_7,55.40634,-110.75082
LU3,LU3_10,55.43207,-110.78266
LU3,LU3_102,55.33055,-110.85629
LU3,LU3_103,55.33152,-110.8249
LU3,LU3_106,55.36141,-111.09341
LU3,LU3_111,55.398630000000004,-111.1192
LU3,LU3_126,55.55315,-110.77241799999999
LU3,LU3_129,55.57962,-110.82374999999999
LU3,LU3_13,55.50208,-111.11472
LU3,LU3_131,55.332390000000004,-110.79513
LU3,LU3_137,55.42564,-111.19794
LU3,LU3_14,55.50061,-111.09364000000001
LU3,LU3_147,55.53844,-110.84415000000001
LU3,LU3_15,55.4944,-110.79516000000001
LU3,LU3_17,55.51204,-110.85302999999999
LU3,LU3_18,55.537310000000005,-111.11632999999999
LU3,LU3_19,55.52431000000001,-111.07001
LU3,LU3_20,55.526700000000005,-111.04119000000001
LU3,LU3_21,55.523540000000004,-110.91676000000001
LU3,LU3_25,55.54139,-110.90796000000002
LU3,LU3_27,55.5513,-110.96253
LU3,LU3_28,55.55154399999999,-110.88772999999999
LU3,LU3_32,55.40952,-111.20451000000001
LU3,LU3_36,55.44785999999999,-111.22414
LU3,LU3_38,55.44705999999999,-110.76387
LU3,LU3_39,55.46641,-111.23818
LU3,LU3_40,55.47251000000001,-111.16615
LU3,LU3_41,55.461859999999994,-111.16666000000001
LU3,LU3_44,55.501310000000004,-110.84864
LU3,LU3_45,55.517469999999996,-110.96503
LU3,LU3_46,55.5084,-110.89555
LU3,LU3_48,55.54892,-111.09771
LU3,LU3_50,55.551649999999995,-111.03035
LU3,LU3_51,55.55753,-110.82767
LU3,LU3_52,55.56306,-110.89193
LU3,LU3_49,55.55693,-111.07930999999999
LU13,LU13_18,57.179930000000006,-111.59020000000001
LU13,LU13_15,57.140370000000004,-111.59116000000002
LU13,LU13_3,57.12465,-111.49142000000002
LU13,LU13_34,57.12297000000001,-111.45408
LU13,LU13_57,57.20649,-111.05726000000001
LU13,LU13_16,57.16297000000001,-111.58554
LU13,LU13_21,57.19368,-111.58622000000001
LU13,LU13_37,57.11808,-111.37926
LU13,LU13_55,57.11781,-111.30484
LU13,LU13_47,57.1871,-111.09103
LU13,LU13_51,57.08858,-111.25424000000001
LU13,LU13_27,57.097150000000006,-111.24763000000002
LU13,LU13_5,57.1115,-111.21362000000002
LU13,LU13_26,57.08022,-111.27681
LU13,LU13_35,57.11565,-111.43315000000001
LU13,LU13_13,57.07174,-111.30006999999999
LU13,LU13_128,57.063210000000005,-111.3068
LU13,LU13_131,57.06533000000001,-111.32229999999998
LU13,LU13_12,57.057739999999995,-111.31858
LU13,LU13_33,57.0561,-111.33516999999999
LU13,LU13_32,57.04958,-111.34759000000001
LU13,LU13_30,57.04375,-111.36054
LU13,LU13_53,57.11683,-111.26450000000001
LU13,LU13_22,57.17485,-111.12086
LU13,LU13_19,57.163340000000005,-111.13
LU13,LU13_45,57.1554,-111.14605
LU13,LU13_8,57.14077,-111.17169
LU13,LU13_43,57.14806,-111.15834999999998
LU13,LU13_41,57.13169,-111.18623
LU13,LU13_59,57.12108,-111.25407
LU13,LU13_6,57.12073000000001,-111.21960000000001
LU13,LU13_14,57.123020000000004,-111.19257999999999
LU13,LU13_52,57.11729,-111.41942000000002
LU13,LU13_36,57.12073000000001,-111.38155
LU13,LU13_38,57.11777,-111.35448
LU13,LU13_20,57.1806,-111.10409
LU13,LU13_17,57.16414,-111.10896
LU13,LU13_56,57.152100000000004,-111.10345
LU13,LU13_49,57.193340000000006,-111.07793
LU13,LU13_70,57.19792,-111.05211
LU13,LU13_11,57.17275000000001,-111.04179
LU15,LU15_44,56.212650000000004,-112.87607999999999
LU15,LU15_11,56.212140000000005,-112.83254
LU15,LU15_19,56.2124,-112.85681
LU15,LU15_7,56.2118,-112.98846
LU15,LU15_34,56.1777,-112.99898
LU15,LU15_37,56.1802,-112.86945
LU15,LU15_18,56.21154,-112.93424000000002
LU15,LU15_43,56.21047,-112.89617
LU15,LU15_10,56.21595000000001,-112.91250000000001
LU15,LU15_58,56.22151000000001,-112.91390000000001
LU15,LU15_8,56.215085,-112.80639199999999
LU15,LU15_12,56.179370000000006,-112.82142
LU15,LU15_17,56.1792,-112.74088
LU15,LU15_1,56.13297000000001,-113.01591
LU15,LU15_26,56.13686,-113.00198
LU15,LU15_27,56.137679999999996,-112.9838
LU15,LU15_28,56.13708,-112.94679000000001
LU15,LU15_2,56.134530000000005,-112.92681
LU15,LU15_29,56.13785,-112.91135000000001
LU15,LU15_30,56.138250000000006,-112.88976
LU15,LU15_31,56.138200000000005,-112.87376999999998
LU15,LU15_32,56.1378,-112.85918
LU15,LU15_20,56.21454,-113.06107
LU15,LU15_21,56.217110000000005,-113.01251
LU15,LU15_23,56.20251000000001,-113.05704
LU15,LU15_41,56.19308,-113.05862
LU15,LU15_25,56.21123,-112.96203
LU15,LU15_9,56.21596,-112.97829
LU15,LU15_24,56.21198,-113.04411000000002
LU15,LU15_46,56.21193,-113.02529999999999
LU15,LU15_40,56.18027,-112.73063
LU15,LU15_16,56.17765,-112.76156000000002
LU15,LU15_4,56.17984,-112.92477
LU15,LU15_36,56.17767,-112.95157
LU15,LU15_3,56.17757,-113.04402000000002
LU15,LU15_15,56.1834,-113.06137
LU15,LU15_14,56.169160000000005,-113.07427
LU15,LU15_22,56.39487999999999,-112.88846999999998
LU15,LU15_61,56.385130000000004,-112.90440000000001
LU21,LU21_106,56.56523000000001,-112.03402000000001
LU21,LU21_10,56.59103,-111.99360000000001
LU21,LU21_16,56.625220000000006,-111.97281
LU21,LU21_107,56.56608,-111.93458000000001
LU21,LU21_41,56.66848,-111.90783
LU21,LU21_63,56.60868,-111.96631000000001
LU21,LU21_27,56.62148,-112.14841
LU21,LU21_23,56.59241000000001,-112.20293
LU21,LU21_21,56.566300000000005,-112.1497
LU21,LU21_82,56.529900000000005,-112.16532999999998
LU21,LU21_871,56.55634,-112.09488
LU21,LU21_164,56.61886,-111.93586
LU21,LU21_36,56.64851000000001,-111.94768000000002
LU21,LU21_14,56.61864,-112.09007
LU21,LU21_32,56.638760000000005,-112.16299
LU21,LU21_126,56.62290000000001,-112.17957999999999
LU21,LU21_122,56.57432,-112.17445
LU21,LU21_56,56.55825,-112.187
LU21,LU21_57,56.56273000000001,-112.14105
LU21,LU21_9,56.58638,-112.06113
LU21,LU21_98,56.51305,-111.87948999999999
LU21,LU21_119,56.57495,-112.00047799999999
LU21,LU21_52,56.53988,-111.93567
LU21,LU21_59,56.56464,-111.58272999999998
LU21,LU21_68,56.63286,-111.71055000000001
LU21,LU21_109,56.56289,-111.90173
LU21,LU21_93,56.56624,-111.84483
LU21,LU21_114,56.55014,-111.73336
LU21,LU21_105,56.55542,-111.68692999999999
LU21,LU21_100,56.53842,-111.90392000000001
LU21,LU21_74,56.51803,-111.86436
LU21,LU21_78,56.52056,-111.82865
LU21,LU21_153,56.550459999999994,-111.78556999999999
LU21,LU21_6,56.519659999999995,-111.67987999999998
LU21,LU21_116,56.55143999999999,-111.63882999999998
LU21,LU21_97,56.57623,-111.59376999999999
LU1,LU1_13,54.60634,-110.72349
LU1,LU1_30,54.734320000000004,-110.82257999999999
LU1,LU1_85,54.73971000000001,-110.71049000000001
LU1,LU1_66,54.707770000000004,-110.72408
LU1,LU1_76,54.70008,-110.70893
LU1,LU1_73,54.675050000000006,-110.70935
LU1,LU1_75,54.68616,-110.69172999999999
LU1,LU1_47,54.617839999999994,-110.48721000000002
LU1,LU1_74,54.66743,-110.26517
LU1,LU1_44,54.59921000000001,-110.47691
LU1,LU1_41,54.594100000000005,-110.29359000000001
LU1,LU1_64,54.69595000000001,-110.31862000000001
LU1,LU1_86,54.73745,-110.34254
LU1,LU1_79,54.703970000000005,-110.33426000000001
LU1,LU1_63,54.69512000000001,-110.38139
LU1,LU1_72,54.65901,-110.41977
LU1,LU1_67,54.75274,-110.55328
LU1,LU1_77,54.700920000000004,-110.53466000000002
LU1,LU1_32,54.74266,-110.54806
LU1,LU1_36,54.72431000000001,-110.53842999999999
LU1,LU1_84,54.72892000000001,-110.50404
LU1,LU1_25,54.692400000000006,-110.549
LU1,LU1_83,54.73326,-110.54852000000001
LU1,LU1_80,54.712540000000004,-110.54085
LU1,LU1_70,54.60699,-110.56893
LU1,LU1_48,54.60776,-110.40762000000002
LU1,LU1_45,54.59816000000001,-110.37065
LU1,LU1_11,54.588892,-110.48226000000001
LU1,LU1_40,54.581759999999996,-110.57063
LU1,LU1_6,54.56253000000001,-110.60829
LU1,LU1_10,54.58592,-110.60129
LU1,LU1_43,54.608610000000006,-110.51104000000001
LU1,LU1_71,54.63866,-110.50837999999999
LU1,LU1_22,54.65007,-110.48788
LU1,LU1_60,54.690430000000006,-110.50311
LU1,LU1_78,54.69755000000001,-110.37037999999998
LU1,LU1_46,54.616679999999995,-110.51263
LU1,LU1_82,54.703959000000005,-110.08388
LU1,LU1_27,54.69098,-110.7394
LU9,LU9_5,55.90594,-113.69829999999999
LU9,LU9_6,55.9047,-113.66641
LU9,LU9_7,55.920350000000006,-113.66419
LU9,LU9_8,55.915510000000005,-113.64587999999999
LU9,LU9_100,56.09786,-113.39996000000001
LU9,LU9_102,56.10159,-113.78246
LU9,LU9_106,56.111239999999995,-113.39658
LU9,LU9_112,56.13584,-113.29684
LU9,LU9_113,56.127810000000004,-113.26157
LU9,LU9_12,55.92810000000001,-113.67605999999999
LU9,LU9_13,55.93485999999999,-113.48714000000001
LU9,LU9_18,55.938930000000006,-113.68761
LU9,LU9_21,55.95747999999999,-113.71101000000002
LU9,LU9_24,55.97636,-113.71067000000001
LU9,LU9_28,55.98741999999999,-113.76594
LU9,LU9_29,55.97969,-113.73471
LU9,LU9_30,55.99221000000001,-113.70862000000001
LU9,LU9_31,55.9869,-113.68732999999999
LU9,LU9_32,55.98812,-113.66646999999999
LU9,LU9_33,55.98747999999999,-113.64686
LU9,LU9_39,55.98985,-113.44392000000002
LU9,LU9_41,56.00175,-113.76165000000002
LU9,LU9_44,56.00827,-113.47067
LU9,LU9_51,56.02089,-113.36845
LU9,LU9_55,56.023720000000004,-113.49660000000002
LU9,LU9_57,56.02872000000001,-113.4364
LU9,LU9_62,56.035720000000005,-113.76742000000002
LU9,LU9_63,56.0298,-113.73437
LU9,LU9_64,56.0397,-113.72797
LU9,LU9_65,56.041869999999996,-113.54919000000001
LU9,LU9_67,56.03918,-113.40793000000001
LU9,LU9_68,56.04655,-113.36591
LU9,LU9_72,56.05514,-113.72662000000001
LU9,LU9_73,56.05505,-113.5569
LU9,LU9_75,56.05522,-113.48314
LU9,LU9_76,56.06062,-113.45915000000001
LU9,LU9_77,56.057039999999994,-113.42562000000001
LU9,LU9_79,56.06759,-113.76394
LU9,LU9_80,56.06609,-113.73965000000001
LU9,LU9_81,56.06139,-113.52341
LU9,LU9_82,56.068020000000004,-113.47720000000001
LU9,LU9_85,56.07789,-113.77494
LU9,LU9_86,56.08713,-113.52008
LU9,LU9_87,56.07875000000001,-113.44093000000001
LU9,LU9_90,56.09386,-113.33806999999999
LU9,LU9_93,56.087939999999996,-113.78277999999999
LU9,LU9_94,56.09827000000001,-113.76354
LU9,LU9_96,56.10025,-113.50814
LU9,LU9_98,56.09850000000001,-113.47141
LU9,LU9_27,55.969370000000005,-113.36397
LU14,LU14_3,56.94589,-112.30953
LU14,LU14_7,56.9571,-112.41011000000002
LU14,LU14_8,56.95589,-112.38725000000001
LU14,LU14_9,56.95599,-112.36072999999999
LU14,LU14_100,57.21349,-112.32694
LU14,LU14_102,57.212180000000004,-112.24976000000001
LU14,LU14_105,57.226420000000005,-112.42336
LU14,LU14_110,57.24136,-112.55233999999999
LU14,LU14_114,57.23443,-112.3881
LU14,LU14_115,57.237610000000004,-112.3089
LU14,LU14_120,57.27318,-112.59342000000001
LU14,LU14_121,57.26169,-112.5294
LU14,LU14_131,57.28914,-112.27244999999999
LU14,LU14_135,57.32076,-112.36021000000001
LU14,LU14_16,56.959219999999995,-112.29803
LU14,LU14_17,56.96855000000001,-112.19186
LU14,LU14_19,56.98159,-112.45065000000001
LU14,LU14_20,56.97155,-112.43520000000001
LU14,LU14_250,57.020590000000006,-112.16242
LU14,LU14_30,57.011739999999996,-112.49358000000001
LU14,LU14_31,57.00264,-112.47708
LU14,LU14_33,57.00923,-112.33829999999999
LU14,LU14_37,57.01992,-112.10431
LU14,LU14_47,57.03347,-112.55693
LU14,LU14_48,57.031310000000005,-112.53831
LU14,LU14_49,57.02781,-112.51659000000001
LU14,LU14_51,57.03178,-112.43441000000001
LU14,LU14_54,57.04813000000001,-112.59723000000001
LU14,LU14_56,57.066,-112.44809000000001
LU14,LU14_57,57.04958,-112.31251
LU14,LU14_61,57.056,-112.60669999999999
LU14,LU14_62,57.06214000000001,-112.13074999999999
LU14,LU14_63,57.07264,-112.60155
LU14,LU14_66,57.085910000000005,-112.60819
LU14,LU14_70,57.0854,-112.17182
LU14,LU14_71,57.099720000000005,-112.35362
LU14,LU14_72,57.099850000000004,-112.30749
LU14,LU14_74,57.112590000000004,-112.29683
LU14,LU14_76,57.133900000000004,-112.31454000000001
LU14,LU14_78,57.14869,-112.39216
LU14,LU14_80,57.15258,-112.14778
LU14,LU14_84,57.163850000000004,-112.20978
LU14,LU14_85,57.17165,-112.5036
LU14,LU14_86,57.169940000000004,-112.28728000000001
LU14,LU14_88,57.191720000000004,-112.46383
LU14,LU14_91,57.188190000000006,-112.12025
LU14,LU14_92,57.19552000000001,-112.49829000000001
LU14,LU14_96,57.19223000000001,-112.2138
LU14,LU14_97,57.21857000000001,-112.54814
LU14,LU14_75,57.13144,-112.51261000000001
LU16,LU16_2,57.209540000000004,-111.00751000000001
LU16,LU16_3,57.21346,-110.98463000000001
LU16,LU16_15,57.25314,-111.0137
LU16,LU16_20,57.26106,-110.98528
LU16,LU16_200,57.344069999999995,-111.16485
LU16,LU16_201,57.32199,-111.22929
LU16,LU16_202,57.313779999999994,-111.238
LU16,LU16_203,57.29753000000001,-111.26814
LU16,LU16_22,57.268440000000005,-111.04905000000001
LU16,LU16_23,57.269540000000006,-110.99068000000001
LU16,LU16_24,57.280730000000005,-110.98764000000001
LU16,LU16_25,57.30696,-111.10986999999999
LU16,LU16_26,57.31717,-111.11306
LU16,LU16_270,57.51564,-111.50916000000001
LU16,LU16_28,57.33581,-111.19855
LU16,LU16_300,57.21725,-111.02139
LU16,LU16_301,57.23484,-111.04526000000001
LU16,LU16_302,57.24204,-111.01058
LU16,LU16_303,57.23633000000001,-111.02443
LU16,LU16_313,57.28475,-111.09251
LU16,LU16_314,57.25639,-111.06755000000001
LU16,LU16_36,57.33492,-111.22568
LU16,LU16_37,57.33694,-111.18068
LU16,LU16_49,57.476150000000004,-111.53667
LU16,LU16_52,57.490520000000004,-111.50632999999999
LU16,LU16_54,57.49797,-111.45537999999999
LU16,LU16_55,57.497910000000005,-111.4763
LU16,LU16_57,57.50681,-111.43999000000001
LU16,LU16_58,57.510479999999994,-111.42342000000001
LU16,LU16_60,57.52402,-111.40755000000001
LU16,LU16_62,57.524770000000004,-111.37714
LU16,LU16_63,57.52407,-111.1943
LU16,LU16_64,57.53079,-111.39218
LU16,LU16_67,57.51599,-111.18156
LU16,LU16_68,57.53948,-111.26984
LU16,LU16_69,57.535210000000006,-111.30865
LU16,LU16_70,57.53098,-111.23334
LU16,LU16_71,57.54227,-111.24512000000001
LU16,LU16_72,57.557649999999995,-111.47166000000001
LU16,LU16_73,57.551489999999994,-111.40896000000001
LU16,LU16_74,57.54376,-111.40054
LU16,LU16_75,57.535410000000006,-111.37522999999999
LU16,LU16_77,57.548120000000004,-111.30955
LU16,LU16_80,57.538650000000004,-111.32840999999999
LU16,LU16_81,57.53815000000001,-111.29247
LU16,LU16_83,57.55526,-111.43022000000002
LU16,LU16_84,57.55958,-111.41671000000001
LU16,LU16_85,57.55818,-111.39724000000001
LU16,LU16_88,57.542190000000005,-111.34637
LU22,LU22_110,57.08053,-115.04659000000001
LU22,LU22_48,56.93743,-114.96295
LU22,LU22_107,57.07735,-114.94152000000003
LU22,LU22_49,56.93194,-114.93654000000001
LU22,LU22_103,57.06662,-114.8876
LU22,LU22_44,56.919599999999996,-114.85826999999999
LU22,LU22_21,56.87619,-114.8343
LU22,LU22_15,56.85428999999999,-114.83212999999999
LU22,LU22_50,56.934889999999996,-114.81908
LU22,LU22_38,56.92197,-114.78486000000001
LU22,LU22_22,56.87814,-114.78460000000001
LU22,LU22_85,57.02431000000001,-114.76451000000002
LU22,LU22_33,56.893100000000004,-114.76378
LU22,LU22_34,56.902,-114.75753
LU22,LU22_11,56.8379,-114.75189
LU22,LU22_29,56.88538,-114.74471000000001
LU22,LU22_86,57.019310000000004,-114.73642000000001
LU22,LU22_80,57.00723,-114.73636
LU22,LU22_17,56.864889999999995,-114.73563
LU22,LU22_35,56.896010000000004,-114.73399
LU22,LU22_63,56.97141,-114.72468
LU22,LU22_30,56.880889999999994,-114.72423
LU22,LU22_4,56.820679999999996,-114.71170000000001
LU22,LU22_36,56.90241,-114.70744
LU22,LU22_76,56.99687,-114.69523
LU22,LU22_5,56.822190000000006,-114.68970999999999
LU22,LU22_87,57.01785999999999,-114.6878
LU22,LU22_25,56.8749,-114.66645
LU22,LU22_89,57.02902,-114.65742999999999
LU22,LU22_18,56.86026,-114.64916000000001
LU22,LU22_32,56.88297,-114.62615
LU22,LU22_8,56.837219999999995,-114.62565
LU22,LU22_6,56.81301,-114.62326
LU22,LU22_81,57.01878,-114.62210999999999
LU22,LU22_7,56.82454,-114.61899
LU22,LU22_69,56.992160000000005,-114.6179
LU22,LU22_70,56.99237000000001,-114.56931
LU22,LU22_82,57.007130000000004,-114.55493
LU22,LU22_94,57.035720000000005,-114.55387999999999
LU22,LU22_101,57.051199999999994,-114.53072
LU22,LU22_71,56.99336,-114.52732
LU22,LU22_77,56.99992,-114.50988
LU22,LU22_72,56.992560000000005,-114.49997
LU22,LU22_65,56.9833,-114.48563
LU22,LU22_60,56.97107,-114.44941000000001
LU22,LU22_61,56.96989,-114.41562000000002
LU22,LU22_53,56.95737999999999,-114.40262000000001
LU22,LU22_46,56.9445,-114.39758
LU22,LU22_40,56.925920000000005,-114.38989
LU22,LU22_47,56.93777,-114.38641
